name,url,,,,,,,,,,,,,
BFM : Europe,https://www.bfmtv.com/rss/international/europe/,general,presse,,,,,,,,,,,
BFM : Grèce,https://www.bfmtv.com/rss/international/europe/grece/,general,presse,,,,,,,,,,,
BFM : Inde,https://www.bfmtv.com/rss/international/asie/inde/,general,presse,,,,,,,,,,,
BFM : international,https://www.bfmtv.com/rss/international/,general,monde,,,,,,,,,,,
BFM : Iran,https://www.bfmtv.com/rss/international/moyen-orient/iran/,general,presse,,,,,,,,,,,
BFM : Irlande,https://www.bfmtv.com/rss/international/europe/irlande/,general,presse,,,,,,,,,,,
BFM : Israël,https://www.bfmtv.com/rss/international/moyen-orient/israel/,general,presse,,,,,,,,,,,
BFM : Italie,https://www.bfmtv.com/rss/international/europe/italie/,general,presse,,,,,,,,,,,
BFM : Japon,https://www.bfmtv.com/rss/international/asie/japon/,general,presse,,,,,,,,,,,
BFM : La question info,https://www.bfmtv.com/rss/podcasts/la-question-info/,general,presse,,,,,,,,,,,
BFM : Le titre à la une,https://feeds.simplecast.com/1TlA4ZIp,general,presse,,,,,,,,,,,
BFM : Le titre à la une,https://www.bfmtv.com/rss/podcasts/le-titre-a-la-une/,general,presse,,,,,,,,,,,
BFM : Moyen-Orient,https://www.bfmtv.com/rss/international/moyen-orient/,general,presse,,,,,,,,,,,
BFM : news 24-7,https://www.bfmtv.com/rss/news-24-7/,general,presse,,,,,,,,,,,
BFM : Océanie,https://www.bfmtv.com/rss/international/oceanie/,general,presse,,,,,,,,,,,
BFM : Palestine,https://www.bfmtv.com/rss/international/moyen-orient/palestine/,general,presse,,,,,,,,,,,
BFM : Russie,https://www.bfmtv.com/rss/international/asie/russie/,general,presse,,,,,,,,,,,
BFM : société,https://www.bfmtv.com/rss/societe/,general,societe,,,,,,,,,,,
BFM : Suisse,https://www.bfmtv.com/rss/international/europe/suisse/,general,presse,,,,,,,,,,,
BFM : Syrie,https://www.bfmtv.com/rss/international/moyen-orient/syrie/,general,presse,,,,,,,,,,,
BFM : Turquie,https://www.bfmtv.com/rss/international/moyen-orient/turquie/,general,presse,,,,,,,,,,,
BFM : vidéos,https://www.bfmtv.com/rss/videos/,general,presse,,,,,,,,,,,
BFM : youtube,https://www.youtube.com/feeds/videos.xml?channel_id=UCXwDLMDV86ldKoFVc_g8P0g,general,presse,,,,,,,,,,,
Bing Actu : Afrique,https://www.bing.com/news/search?q=afrique&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss,general,,,,,,,,,
Bing Actu : Allemagne,https://www.bing.com/news/search?q=Allemagne&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,mkt=fr-fr&amp,setlang=fr,general,,,,,,,
Bing Actu : Asie,https://www.bing.com/news/search?q=Asie&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Belgique,https://www.bing.com/news/search?q=Belgique&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Chine,https://www.bing.com/news/search?q=Chine&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Cuba,https://www.bing.com/news/search?q=Cuba&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Espagne,https://www.bing.com/news/search?q=Espagne&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : France,https://www.bing.com/news/search?q=France&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Inde,https://www.bing.com/news/search?q=Inde&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Iran,https://www.bing.com/news/search?q=Iran&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Israël,https://www.bing.com/news/search?q=isra%C3%ABl&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,presse,,,,,,,
Bing Actu : Italie,https://www.bing.com/news/search?q=Italie&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Japon,https://www.bing.com/news/search?q=Japon&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Palestine,https://www.bing.com/news/search?q=palestine&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,presse,,,,,,,
Bing Actu : Pologne,https://www.bing.com/news/search?q=Pologne&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Royaume-Uni,https://www.bing.com/news/search?q=Royaume-Uni&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Suisse,https://www.bing.com/news/search?q=Suisse&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Syrie,https://www.bing.com/news/search?q=Syrie&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Bing Actu : Turquie,https://www.bing.com/news/search?q=turquie&amp,qft=sortbydate%3d%221%22%2Binterval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,presse,,,,,,,
Bing Actu : Yémen,https://www.bing.com/news/search?q=Y%C3%A9men&amp,qft=sortbydate%3d%221%22+interval%3d%227%22&amp,form=YFNR&amp,format=rss&amp,cc=fr,general,,,,,,,,
Blast,https://api.blast-info.fr/rss.xml,general,alternatif,,,,,,,,,,,
Blast : bluesky,https://bsky.app/profile/did:plc:omtqqkwusnfvxos7pxvl4fgo/rss,general,alternatif,,,,,,,,,,,
Blast : mastodon,https://mamot.fr/@blast_info.rss,general,alternatif,,,,,,,,,,,
Blast : peertube,https://peertube.stream/feeds/videos.xml?videoChannelId=9726,general,alternatif,,,,,,,,,,,
Blick : France,https://feeds.feedburner.com/blick/ni2IahBzwZK,general,presse,,,,,,,,,,,
Blick : monde,https://feeds.feedburner.com/blick/Z1sGovYpxCc,general,monde,,,,,,,,,,,
Blick : Suisse,https://www.blick.ch/fr/suisse/rss.xml,general,presse,,,,,,,,,,,
Bondy Blog,https://www.bondyblog.fr/feed/,general,alternatif,,,,,,,,,,,
Brut : international,https://www.brut.media/rss/fr/international.xml,general,monde,,,,,,,,,,,
Burkina 24,https://burkina24.com/feed/,general,,,,,,,,,,,,
C à vous : youtube,https://www.youtube.com/feeds/videos.xml?channel_id=UCejTWYquMXD_MFHRZiqo_Aw,general,,,,,,,,,,,,
C dans l'air : youtube,https://www.youtube.com/feeds/videos.xml?channel_id=UCvg4_wSz4Cmo4xRPXaKU47A,general,,,,,,,,,,,,
Cash investigation : youtube,https://www.youtube.com/feeds/videos.xml?channel_id=UC9gcw8-7IzzaosI4c0KCP0g,general,societe,,,,,,,,,,,
CCAP TV,https://www.ccap.tv/feed/,general,alternatif,,,,,,,,,,,
CGTN : FR : youtube,https://www.youtube.com/feeds/videos.xml?channel_id=UCcfLuU0NFT0ZRoQy4jk6GdA,general,tribune,,,,,,,,,,,
Chérie FM : infos,https://aod.nrjaudio.fm/xml/2039.xml,general,presse,,,,,,,,,,,
Challenges : actualité,https://feeds.feedburner.com/challenges/Jk2yE9irzqn,general,,,,,,,,,,,,
Charente Libre,https://www.charentelibre.fr/rss.xml,general,presse,,,,,,,,,,,
Charlie Hebdo : bluesky,https://bsky.app/profile/did:plc:vm2tsoixg7vsygrolxd4rrho/rss,general,alternatif,,,,,,,,,,,
Charlie hebdo : Iran,https://charliehebdo.fr/tag/iran/feed/,general,alternatif,,,,,,,,,,,
Charlie hebdo : Turquie,https://charliehebdo.fr/tag/turquie/feed/,general,alternatif,,,,,,,,,,,
Charlotte Baris : bluesky,https://bsky.app/profile/did:plc:ubnsj4yju6ofw42bnpl42nth/rss,general,societe,,,,,,,,,,,
Chroniques de Palestine,https://www.chroniquepalestine.com/feed/,general,presse,,,,,,,,,,,
CI news : Côte d'Ivoire,https://www.cotedivoire.news/cote-divoire/feed,general,,,,,,,,,,,,
CNews,https://morss.it/https://www.cnews.fr/rss.xml,general,tribune,,,,,,,,,,,
CNews : Israël : flipboard,https://flipboard.com/@cnews_fr/isra%C3%ABl-tgqatgqhz.rss,general,tribune,,,,,,,,,,,
Contre Attaque,https://contre-attaque.net/feed/,general,alternatif,,,,,,,,,,,
Contre Attaque : mastodon,https://mastodon.social/@contreattaque.rss,general,alternatif,,,,,,,,,,,
Courrier international : actualité,https://feeds.feedburner.com/courrierinternational/m7WfsGOuVLD,general,monde,,,,,,,,,,,
Courrier international : Allemagne,https://feeds.feedburner.com/courrierinternational/trhxbCN52bL,general,presse,,,,,,,,,,,
Courrier international : Amériques,https://www.courrierinternational.com/feed/rubrique/ameriques/rss.xml,general,presse,,,,,,,,,,,
Courrier international : bluesky,https://bsky.app/profile/did:plc:kfygevef2pjjsyu7dfd6xpxi/rss,general,monde,,,,,,,,,,,
Courrier international : Courrier Stories : youtube,https://www.youtube.com/feeds/videos.xml?playlist_id=PLufFRbsXXRoMoRC_cfYjrhF8o_u2l5BOY,general,monde,,,,,,,,,,,
Courrier international : enquêtes,https://www.courrierinternational.com/feed/rubrique/enquetes/rss.xml,general,justice,,,,,,,,,,,
Courrier international : Europe,https://www.courrierinternational.com/feed/rubrique/europe/rss.xml,general,presse,,,,,,,,,,,
Courrier international : expat,https://www.courrierinternational.com/feed/rubrique/expat/rss.xml,general,monde,,,,,,,,,,,
Courrier international : infographie,https://www.courrierinternational.com/feed/rubrique/infographie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Koweït,https://www.courrierinternational.com/feed/rubrique/koweit/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Laos,https://www.courrierinternational.com/feed/rubrique/laos/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Le Vatican,https://www.courrierinternational.com/feed/rubrique/vatican-le/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Les sentinelles,https://feeds.acast.com/public/shows/six-pieds-sur-terre,general,monde,,,,,,,,,,,
Courrier international : Lesotho,https://www.courrierinternational.com/feed/rubrique/lesotho/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Liban,https://www.courrierinternational.com/feed/rubrique/liban/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Libye,https://www.courrierinternational.com/feed/rubrique/libye/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Luxembourg,https://www.courrierinternational.com/feed/rubrique/luxembourg/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Madagascar,https://www.courrierinternational.com/feed/rubrique/madagascar/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Malaisie,https://www.courrierinternational.com/feed/rubrique/malaisie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Mali,https://www.courrierinternational.com/feed/rubrique/mali/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Maroc,https://www.courrierinternational.com/feed/rubrique/maroc/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Mauritanie,https://www.courrierinternational.com/feed/rubrique/mauritanie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Moyen-Orient,https://www.courrierinternational.com/feed/rubrique/moyen-orient/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Mozambique,https://www.courrierinternational.com/feed/rubrique/mozambique/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Namibie,https://www.courrierinternational.com/feed/rubrique/namibie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Nicaragua,https://www.courrierinternational.com/feed/rubrique/nicaragua/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Nouvelle-Zélande,https://www.courrierinternational.com/feed/rubrique/nouvelle-zelande/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Ouganda,https://www.courrierinternational.com/feed/rubrique/ouganda/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Pérou,https://www.courrierinternational.com/feed/rubrique/perou/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Pakistan,https://www.courrierinternational.com/feed/rubrique/pakistan/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Panama,https://www.courrierinternational.com/feed/rubrique/panama/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Philippines,https://www.courrierinternational.com/feed/rubrique/philippines/rss.xml,general,presse,,,,,,,,,,,
Courrier international : planete buzz,https://www.courrierinternational.com/feed/rubrique/planete-buzz/rss.xml,general,societe,,,,,,,,,,,
Courrier international : podcast,https://www.courrierinternational.com/feed/rubrique/podcast/rss.xml,general,monde,,,,,,,,,,,
Courrier international : réveil,https://www.courrierinternational.com/feed/rubrique/reveil/rss.xml,general,monde,,,,,,,,,,,
Courrier international : Rwanda,https://www.courrierinternational.com/feed/rubrique/rwanda/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Sénégal,https://www.courrierinternational.com/feed/rubrique/senegal/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Salvador,https://www.courrierinternational.com/feed/rubrique/salvador/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Serbie,https://www.courrierinternational.com/feed/rubrique/serbie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Sierra Leone,https://www.courrierinternational.com/feed/rubrique/sierra-leone/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Singapour,https://www.courrierinternational.com/feed/rubrique/singapour/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Somalie,https://www.courrierinternational.com/feed/rubrique/somalie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Soudan,https://www.courrierinternational.com/feed/rubrique/soudan/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Sri Lanka,https://www.courrierinternational.com/feed/rubrique/sri-lanka/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Taïwan,https://www.courrierinternational.com/feed/rubrique/taiwan/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Tadjikistan,https://www.courrierinternational.com/feed/rubrique/tadjikistan/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Tanzanie,https://www.courrierinternational.com/feed/rubrique/tanzanie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Tchéquie ou République Tchèque,https://www.courrierinternational.com/feed/rubrique/republique-tcheque-ou-tchequie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Tchétchénie,https://www.courrierinternational.com/feed/rubrique/tchetchenie/rss.xml,general,presse,,,,,,,,,,,
Courrier international : Tchad,https://www.courrierinternational.com/feed/rubrique/tchad/rss.xml,general,presse,,,,,,,,,,,
Courrier international : tendances,https://www.courrierinternational.com/feed/rubrique/tendances/rss.xml,general,societe,,,,,,,,,,,
Courrier international : Thaïlande,https://www.courrierinternational.com/feed/rubrique/thailande/rss.xml,general,presse,,,,,,,,,,,
